nama,id_siswa,kelas,Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (S2),Pendidikan Pancasila (S2),Bahasa Inggris (S2),Bahasa Mandarin (S2),Matematika (Umum) (S2),Biologi (S2),Fisika (S2),Kimia (S2),Geografi (S2),Sejarah (S2),Sosiologi (S2),Ekonomi (S2),"Pendidikan Jasmani, Olahraga, dan Kesehatan (S2)",Informatika (S2),Seni Musik (S2),Bahasa Indonesia (S2),Rata-rata (S2)
Danang Wardana,14236,11B,78.56219819,79.06961549,91.66651757,86.11201345,85.96278087,86.68181213,75.84480596,74.72708723,75.30455885,87.51144097,78.10295136,74.5821294,78.68392931,79.64588265,82.18097668,82.09366541,81.04577285,76,79,87,90,86,89,76,73,74,89,83,74,82,82,81,85,81.62
Lukman Wibowo,32831,11B,72.1312014,79.70038618,73.07613655,75.49072253,79.70597457,73.0629972,73.4253471,79.23044446,71.98343833,74.3481441,79.05081511,86.54256642,79.29912674,78.63530303,78.92611213,70.90615285,76.59467929,83,88,68,84,81,71,79,94,77,78,84,100,83,88,82,74,82.12
Vito Saputra,36106,11B,77.265997,76.53918087,78.29593601,77.27055357,78.5865117,75.13067734,76.9810579,70.54887048,75.08847692,83.64218105,78.28205501,76.58340812,86.16862969,69.88383842,71.14073553,85.25157037,77.29123,73,68,71,70,67,59,80,59,64,78,66,74,80,62,62,72,69.06
Bambang Novita,35032,11B,73.17041985,71.72769999,66.94459354,75.1790965,75.66291452,67.46814337,72.23923724,71.26303601,74.2205009,67.34436396,79.20035244,77.51973408,71.12473738,71.85852161,72.25850442,69.0490724,72.26443301,70,71,64,73,72,64,67,72,74,69,78,76,71,74,73,69,71.06
Firman Kusnandar,87907,11B,70.34482179,71.21061704,80.62631073,77.29506042,77.23524242,74.41159694,66.97533383,72.35451336,77.41441118,66.27064573,75.74473491,84.17501501,77.87105211,79.63211456,73.65366263,77.40162862,75.16354758,73,81,84,84,82,77,65,81,82,79,86,94,86,88,79,86,81.69
Alya Santoso,15352,11B,69.24794299,76.81652812,76.10914973,74.28676493,79.41724616,70.14328487,71.90192148,73.31451927,67.68915421,73.97186878,64.242557,78.07198173,73.07039589,70.23274454,68.665341,71.66431391,72.42785716,64,78,78,70,80,71,71,78,63,73,56,79,71,64,70,71,71.06
Bella Nugroho,72120,11B,80.41355927,79.71095561,73.44457098,72.74206235,80.25675424,73.36052369,77.27180958,77.59103392,78.53257137,81.26361286,70.65744603,67.41646409,74.13502431,85.97990275,87.08313121,86.12814639,77.87422304,82,79,77,71,83,73,76,80,78,84,79,65,77,88,92,89,79.56
Salma Pangestu,40486,11B,71.93017076,63.98450219,61.17988209,69.82488679,71.90470945,79.3982046,77.23410489,74.03210299,68.44585374,68.0911798,74.16571603,76.38033249,74.85448391,67.7220878,76.14841574,75.02463243,71.89507911,76,66,52,73,64,73,71,70,52,61,69,61,59,57,65,68,64.81
Bambang Hadiwijaya,33461,11B,71.09554225,72.52726943,79.89135416,75.27633661,84.39461079,78.95452066,74.01571834,76.39784628,76.76579125,72.80692272,71.88593329,79.95582375,80.67524077,79.46778163,84.02546476,73.7400081,76.9922603,71,71,95,77,95,87,77,78,79,76,79,79,91,82,83,79,81.19
Kiki Nurhadi,97349,11B,93.74835782,80.8723984,80.31357618,76.57720958,83.14802742,82.85839231,88.00669039,86.5964587,79.41213714,83.4133728,83.51969389,76.49709276,80.47227036,81.52293584,92.54512909,86.33425757,83.48987502,93,78,77,77,84,85,88,88,76,81,83,74,80,80,92,81,82.31
Citra Anggraini,87537,11B,82.66646729,71.86244603,85.32669593,85.86113383,69.36389868,75.8290399,81.83445138,82.57756578,75.96314986,77.8281262,76.36871821,79.90771375,85.34151617,75.50041273,84.35972601,75.44726316,79.12739531,81,74,84,82,65,70,90,80,77,74,80,77,91,81,81,79,79.12
Luna Sugiarto,51871,11B,69.13174628,77.46285543,77.97956423,77.62693202,66.7908953,71.04012745,77.4848253,73.57759154,68.00141811,75.66147203,69.79584604,82.34250658,81.09408965,76.39036947,80.17491586,73.69383909,74.89056215,55,73,72,64,58,69,71,63,57,74,60,76,72,58,70,72,66.5
Xandra Hapsari,67847,11B,84.83325708,88.39467109,82.23356302,79.73013375,72.48295982,80.59040198,85.12318553,85.73423675,83.52789494,78.29957414,71.12196177,78.52999412,79.48434526,79.44142477,84.0988514,90.93445167,81.53505669,75,84,81,78,69,72,81,74,78,80,59,69,77,68,85,89,76.19
Wati Utami,31953,11B,73.57726914,71.87596419,71.66351407,73.58154697,68.81815433,73.56061593,75.21368482,74.00805345,75.2473328,75.12836118,64.10013972,76.14397393,69.60454891,67.48042732,67.437364,75.12733119,72.03551762,59,69,57,68,63,72,67,57,69,70,62,67,66,65,57,70,64.88
Dewi Purwanti,73468,11B,63.69650269,56.3995334,67.1995664,57.61133667,65.50848412,66.00187195,69.23726273,73.71780126,57.98599569,64.54700804,63.42770085,66.97812575,65.88772118,63.04664611,62.60486638,59.22712305,63.94234664,71,55,77,63,74,73,77,74,68,71,67,71,72,69,70,71,70.19
Juwita Mardhiah,89495,11B,74.89887636,72.25558935,74.54840943,68.40758776,66.6753911,64.56799311,71.75415636,64.76060232,79.20288379,63.42135554,71.32786904,77.79384198,72.95501724,70.83793701,65.11715021,63.0507225,70.09846145,79,70,77,79,73,68,82,68,87,74,79,87,80,68,75,71,76.06
Nadia Putri,38316,11B,69.49629094,73.1767766,63.45179044,59.95073286,53.35519324,60.74221618,65.07775618,73.6416566,69.01170886,67.17146742,63.64544209,62.73021181,72.67427838,66.6497331,55.13303694,62.27834216,64.88666461,71,71,58,61,59,61,61,74,67,70,63,57,74,67,54,59,64.19
Nadia Putranto,88465,11B,68.95135242,70.51111253,76.05698588,72.70520817,72.85810554,79.80979839,69.76012713,82.56343021,69.88589462,73.68842356,71.8364146,73.85952825,75.46539256,75.41160878,69.47684593,67.62785919,73.15425549,69,72,81,72,74,76,71,88,69,76,68,73,75,76,69,71,73.75
Rudi Priambodo,52111,11B,87.60795085,72.6721702,78.58815409,67.05388534,73.6940283,74.45609498,77.45616725,61.47982119,75.92279496,69.34338462,76.71382045,69.91044591,70.81467842,73.72395384,69.83044455,72.71441966,73.24888841,89,73,80,61,72,78,83,60,75,73,78,70,71,72,68,73,73.5
Eko Kusumawardani,49754,11B,77.41530772,74.2163343,88.47197182,76.9019431,82.48878212,87.14664197,80.30746605,79.25635706,84.513377,88.97185568,77.53561024,82.6314474,74.71971359,81.41618154,83.55320998,79.10906335,81.16595393,76,77,88,71,81,87,75,74,84,92,79,83,72,79,86,80,80.25
Cahya Prayogo,83821,11B,74.3496777,69.59350303,77.02002993,81.91310811,71.14891752,73.52127804,79.1473681,82.69509047,69.16868781,75.79071318,78.05029098,76.12435492,64.25067653,79.14008692,84.23131862,77.21794562,75.83519047,75,68,75,81,62,79,83,83,72,76,79,79,64,81,79,78,75.88
Joko Calvin,60424,11B,68.74896709,71.33886112,82.75406269,78.45431006,77.10463045,75.68656027,70.5988118,72.90164145,73.51488368,76.65236894,81.44909183,79.49618804,66.80757558,75.0244722,77.58831408,76.99879901,75.31997114,68,75,88,76,77,72,71,72,74,79,78,79,66,76,82,75,75.5
Oky Pratiwi,90213,11B,76.00085909,93.71757398,72.76160509,73.73108567,80.31500331,89.73104318,74.96605365,77.81788608,84.53349627,79.05771713,77.47400863,81.97519242,80.50961786,84.29922183,85.60437235,80.68204321,80.82354874,77,94,75,76,86,100,76,87,97,82,82,88,84,82,96,86,85.5
Rudi Paramita,47513,11B,65.40298708,65.01487837,66.38997624,64.22017664,63.94128104,69.92745906,71.52490436,56.40655873,63.99442921,60.50085129,62.38946612,65.9569045,67.29151531,63.38369124,54.37762178,59.11909555,63.74011228,73,70,72,69,63,76,75,60,67,65,68,71,77,71,59,60,68.5
Rudi Panjaitan,43867,11B,80.66057114,62.47594068,82.11520855,78.78422274,82.7589532,75.18522686,65.87104567,78.329886,82.55133841,80.80168182,72.86461537,76.61187817,73.51389145,72.08174047,80.95501565,70.19041123,75.98447671,84,68,84,85,85,78,68,76,78,80,82,82,77,73,91,73,79
Xaverius Calvin,98008,11B,74.38524382,73.3341978,71.40308835,79.58639743,84.66184121,77.92994219,71.32558697,83.05404867,87.28283474,75.62311435,76.46155464,81.43262912,86.96369471,76.25515524,72.19207706,82.011419,78.36892658,76,76,75,80,86,76,69,79,88,69,79,80,86,78,67,81,77.81
Putri Priambodo,36520,11B,71.60240914,67.63772602,64.81640247,72.57896243,70.24724879,63.76489119,67.85254243,60.84853111,71.03652105,66.29590092,65.42851461,67.44269635,67.80860727,72.08171908,70.56252143,66.82502238,67.92688854,73,69,75,72,71,70,69,58,72,68,64,70,70,71,75,64,69.44
Mega Handayani,19859,11B,84.53711096,82.72245648,78.58577203,80.09517942,79.97765577,83.24507693,78.88365714,78.76672428,90.56255676,85.41744762,76.91576689,83.57347519,81.31052054,82.67652609,81.40547684,86.66698344,82.20889915,85,82,79,81,84,79,77,79,93,88,77,87,79,88,79,82,82.44
Qisya Santosa,97368,11B,78.42058376,76.38203855,81.90343492,77.85890724,77.29987493,78.26259505,76.22443692,76.738617,73.75900909,72.93664594,71.69963011,69.7325656,72.29389523,75.82114687,77.20806995,75.33599922,75.74234065,80,77,84,76,75,76,75,73,69,70,65,71,73,78,74,77,74.56
Irsyad Prayogo,63584,11B,61.14504298,80.79649222,78.35596104,75.15235969,82.46101379,68.03673984,82.36168603,68.09749005,74.11725006,66.5543738,72.99703091,74.85439292,72.15010877,76.49294765,73.41863268,70.31148679,73.58143808,63,80,79,74,87,72,85,67,84,69,88,83,69,86,76,72,77.12
Vero Wibisono,80678,11B,75.32984274,82.21847819,74.89519918,82.74092418,84.27746829,69.82034002,83.82854127,88.46602282,79.42392814,81.15933026,83.34893595,76.78649775,79.07531045,71.59291168,78.85708447,80.65446931,79.52970529,81,83,76,89,84,76,93,89,82,80,91,76,87,78,92,92,84.31
Vanya Hidayat,32939,11B,88.9342794,91.68058791,82.4794534,83.69043051,95.83100102,85.60182242,87.35363323,86.01841408,82.24506016,94.47111034,83.71495723,80.71703667,84.0997629,76.34493428,83.09702696,81.5128213,85.48702074,84,89,80,80,93,83,86,87,72,95,76,79,88,73,81,78,82.75
Wahyu Febriani,62044,11B,78.99647443,72.54226008,80.34835095,82.90175124,79.81520796,74.83238983,76.61490376,68.28440657,75.24043441,71.60713893,79.38096318,88.77309322,78.40843946,65.95363053,74.10318031,76.5217859,76.52027567,73,67,79,69,74,78,74,58,64,67,70,81,68,69,69,70,70.62
Jasmine Utami,35680,11B,76.67789006,72.5870373,77.46756164,70.02859875,71.51655932,79.47009114,71.16278678,78.93216096,69.39378406,85.06523235,72.36975332,75.12277007,77.89416924,73.41435317,76.95813274,79.11788655,75.44867297,76,76,75,72,74,78,71,84,66,87,73,79,78,75,72,73,75.56
Nanda Yuliana,35322,11B,77.50626166,76.66068268,71.84414318,71.97003663,84.44873829,77.45264084,68.09407722,73.20313632,71.02747981,72.02652433,66.55571971,70.64357933,81.76097437,75.59857701,60.24738846,78.78681296,73.6141733,74,75,71,75,83,78,69,71,71,75,67,72,83,81,57,86,74.25
Juwita Hidayat,39050,11B,76.19892577,68.95435163,74.33709587,66.4537821,68.39949957,78.24350996,69.39212795,61.40211984,70.43426204,70.35783619,76.742621,70.82246026,68.6428666,75.97605888,71.35472932,67.00066474,70.91955698,80,71,80,71,71,83,72,68,78,73,80,72,78,74,74,75,75
Citra Nugroho,94397,11B,84.92666689,80.11998791,79.16630892,80.04122104,73.79833723,76.5134102,79.16959209,78.17836061,85.513821,80.23870835,83.4261987,79.19865586,84.4331215,81.13931787,79.21878151,79.08526364,80.26048458,91,80,88,90,80,82,82,81,89,88,91,76,84,83,82,86,84.56
Indah Pradana,57483,11B,65.94738774,73.25415947,70.5185572,68.20962107,76.25188972,64.46850074,68.60710139,75.85817461,72.29719558,70.48028623,71.97459859,71.61665173,63.13626814,68.97327144,78.80218914,67.4229602,70.48867581,74,79,78,73,76,67,74,77,74,78,80,78,66,73,87,69,75.19
Prasasti Anindita,38066,11B,73.76632612,72.64972737,74.92275507,72.44221703,77.7915387,76.34439825,79.22556926,70.10312536,73.65612877,74.22921803,77.63606574,71.3917252,79.93610021,81.28990914,70.41346945,72.90346671,74.91885877,72,72,68,66,78,77,79,66,72,79,77,70,84,81,72,74,74.19
Tyo Prasetya,43649,11B,69.95205522,85.77364379,70.46221224,80.99983998,66.27855279,67.66345794,69.17869011,68.38326621,71.2722191,69.06782175,68.5150048,78.40407275,78.73068088,77.35819526,75.23170754,73.0754281,73.14667803,70,90,67,83,64,68,71,65,69,71,68,76,79,74,72,66,72.06
Gina Hardianto,23088,11B,74.90974568,72.6291116,79.20987765,71.52674717,72.42529448,83.15946541,86.89814434,79.36137482,82.92718489,76.16565754,70.7065282,80.45575722,80.24134575,77.7532419,76.18302184,82.20595202,77.92240316,72,71,76,74,69,83,85,84,84,74,71,78,82,78,77,79,77.31
Irsyad Nurhadi,10020,11B,71.73964536,72.79940763,71.62777799,77.09317534,71.22884547,73.24709962,73.13953272,75.36526886,69.23143829,77.10433549,82.90482878,77.34576739,84.37491625,83.33830146,80.55698576,77.04173974,76.13369163,69,71,72,75,70,75,69,75,69,77,84,79,87,82,80,78,75.75
Yanti Kusumawardani,68822,11B,80.30020166,84.00669858,78.22934667,70.77509596,82.64771999,74.53235657,75.37699358,80.18881946,79.71207533,73.12732169,81.01515754,85.01839803,74.54599187,86.55011638,72.3868456,90.77432044,79.32421621,86,91,89,85,92,78,74,86,87,74,89,88,75,92,74,91,84.44
Indah Agustina,67290,11B,70.39361585,73.17800299,62.98975014,72.13923767,73.59232889,72.01910749,69.63451262,67.71709541,78.1025511,72.60395368,80.15367989,69.81750623,70.27594454,76.52788923,64.3350432,66.3826012,71.24142626,68,72,50,60,73,63,62,64,72,71,76,62,63,71,59,63,65.56
Miftah Maulana,60165,11B,79.13805018,67.79095568,64.55537025,82.99326126,66.68153708,74.57122232,73.99605129,59.59748374,72.31404021,75.89269157,75.42217223,78.16822874,71.71316875,77.21314753,70.20397998,66.59828824,72.30310307,77,62,54,71,53,65,71,51,64,63,66,70,65,69,65,63,64.31
Ulfa Nur,19467,11B,63.61753954,62.79562915,75.15411126,62.53331388,71.47637562,68.77656045,69.59293855,76.9242179,67.91404459,73.16418923,70.29399818,69.34608689,81.60602704,62.89947269,76.5518406,73.38821425,70.37715999,64,62,70,62,70,68,70,82,68,75,70,69,85,64,79,77,70.94
Taufik Rahmawati,36797,11B,70.38090873,80.92512629,63.53798314,70.16970041,66.73612268,74.83895102,67.21321319,74.94385343,71.84635162,70.38176399,74.72176993,71.43542558,67.33535948,86.78539865,70.34269778,61.6904883,71.45531964,70,74,57,69,59,65,61,70,59,71,58,66,69,80,53,62,65.19
Vina Wardana,38599,11B,72.67600902,70.55011902,81.01723055,78.49476576,78.88006647,75.03639014,75.48975123,75.03184695,76.48053654,81.06316964,78.56687953,79.38706661,79.38429701,81.30871465,78.32725267,78.68074283,77.52342741,68,61,81,62,75,66,65,74,64,75,72,66,77,84,79,74,71.44
Endang Rachman,55601,11B,84.72897429,75.45971349,74.50623018,72.85533509,79.6995159,69.51628188,81.09571356,78.23897761,84.45814158,75.42535653,77.76835166,84.39595975,85.70062132,75.38418125,79.69384925,80.25703797,78.69901508,86,76,72,66,74,69,84,77,87,74,75,81,83,76,80,80,77.5
Malik Hermawan,68955,11B,72.25744041,69.07629508,76.79609037,60.94065596,68.28352221,72.62882704,72.67529744,77.15296853,76.38030035,68.96146525,76.8885296,66.81896466,75.04361029,79.44178577,76.46389391,70.9180253,72.54547951,73,74,78,60,71,70,74,76,80,73,76,64,69,80,70,71,72.44
Eva Pangestu,35843,11B,77.68913574,71.70507312,80.90072779,73.77194346,75.38235628,73.3943006,77.04606794,79.20818253,80.71610251,76.34549642,84.69444813,78.30700331,75.40941743,80.47949094,89.16579377,81.02383243,78.45246078,76,76,81,74,78,72,80,78,78,79,87,77,79,78,90,76,78.69
Juwita Hartanto,25243,11B,79.96391116,74.14088251,80.68112769,82.95282992,79.84028484,73.4512661,77.52536235,89.0508816,88.94819431,77.34499345,85.14197323,75.88532537,88.7997707,83.00436853,86.52639679,73.20272256,81.02876819,74,62,70,80,75,69,65,82,82,72,83,69,90,66,78,71,74.25
Adi Nurhadi,34373,11B,80.45536003,77.0288042,81.32681987,81.64151351,77.39609796,74.06302632,80.96565543,76.76640202,72.70324975,72.46641336,69.68135243,74.51571872,82.58063475,77.95632351,74.41833599,81.09145421,77.19107263,84,74,82,84,83,75,85,77,71,81,66,83,87,76,76,77,78.81
Alya Wibowo,27441,11B,80.22159595,84.86073043,83.4858272,88.27963219,76.49783721,80.13299033,76.19275077,83.08599545,90.44111658,81.85674301,81.83055937,88.74260118,89.72672686,83.94112373,87.80755333,78.99920636,83.50643687,87,88,90,90,82,85,83,88,100,83,84,95,92,92,98,82,88.69
Lukman Paramita,68756,11B,78.02092567,81.87458547,73.73713296,60.7093959,68.33990269,74.19518061,69.02363902,77.49204678,74.07184033,67.5986765,71.29237806,66.6618879,70.21812961,68.3580878,77.00486301,81.71111429,72.51936166,75,74,65,62,58,70,66,82,75,63,68,66,60,70,70,78,68.88
Tini Setiawan,15981,11B,61.62078482,59.16064505,67.55086437,61.18464799,69.0077845,72.52140705,76.24743597,69.78369928,67.81095036,58.8848019,68.90765223,69.13316279,71.97151055,65.23428598,66.60146348,61.38671521,66.68798822,68,64,75,64,71,84,75,76,76,67,73,69,83,68,78,68,72.44
Tegar Pradana,90006,11B,54.64993472,60.5639133,58.25476968,67.78996023,63.51572847,63.41521311,61.18433352,49.94357159,73.6479525,61.10504614,64.04429841,58.83193793,70.96605047,66.82354344,61.97457233,64.1452507,62.55350478,50,64,62,67,62,63,61,52,70,59,63,60,74,68,67,61,62.69
Xenia Irawan,63346,11B,90.87112117,82.1153744,81.57155387,77.77331413,73.00731581,81.68002819,84.10764712,87.97814388,71.23773888,76.85473992,79.5765161,82.46281731,81.7550531,81.87177813,84.52070185,77.963756,80.95922499,80,79,75,80,65,74,86,79,70,71,78,74,74,73,68,70,74.75
Wati Wibowo,47836,11B,82.94253549,80.43909049,76.67266696,86.27636824,86.05390846,82.93630506,63.17904443,86.16655375,82.24562089,88.30387147,84.45915124,86.16354167,82.66510253,85.01529427,88.24244699,79.35460197,82.56975649,85,83,79,93,92,83,67,85,80,95,85,89,89,90,99,79,85.81
Luna Hadiwijaya,32895,11B,66.86092393,73.18477215,76.67180464,75.09651457,68.48926681,66.56673852,71.0162633,78.76077443,82.6237755,79.30491471,80.00921308,74.31799878,66.01166436,72.44597374,73.42825459,72.23681421,73.56410421,69,69,75,75,70,70,67,75,93,79,75,71,64,72,77,77,73.62
Pandu Wardana,27414,11B,76.67331746,78.60694193,80.66491907,75.00924381,66.8810461,73.98545454,76.61839512,82.51388274,73.56080392,78.96256127,77.85028263,76.6193458,81.05250973,73.09563715,73.52391088,76.34033902,76.37241195,76,78,85,73,72,73,71,83,72,75,78,75,87,76,71,74,76.19
Oky Pratama,41084,11B,66.17182224,71.91261622,65.80659324,70.5040758,68.87169092,70.44718459,67.07384779,67.67711329,69.8526011,70.38292729,69.35154519,77.89936655,64.41887017,69.05153579,61.50440965,71.23296216,68.88494762,68,72,68,69,67,73,70,71,66,70,70,80,66,66,63,72,69.44
Xenia Fauzi,92879,11B,81.65252722,85.83720862,85.36843827,88.63321553,84.46480531,84.25223141,94.40804222,88.65159385,84.42350564,85.97459154,95.45553466,86.05293551,83.78237678,83.80377915,84.48312749,84.25627129,86.34376153,78,83,82,84,78,82,92,87,82,86,93,82,78,76,86,79,83
Wahyu Kusnandar,59896,11B,69.24786667,70.02510543,71.49950404,78.603961,73.73991947,74.61029746,81.99654604,82.12114166,74.23548119,72.49178836,71.32395434,79.10998476,74.62256974,73.71363146,71.57778303,71.79777386,74.41983178,77,75,70,81,73,72,82,76,69,75,75,72,79,77,71,73,74.81
Sari Pradipta,83319,11B,77.14726493,68.96978264,80.52131744,72.87775075,74.79879425,68.86208418,75.48514428,73.90536926,75.29657098,82.90551846,76.4354642,71.57367805,71.99037442,78.5226299,82.04044043,76.95656408,75.51804677,79,74,84,71,74,72,72,79,76,85,77,72,71,78,74,79,76.06
Xaverius Purnomo,55335,11B,82.07239684,81.67752174,85.72415519,68.88088226,81.96492782,83.54751334,71.93521459,74.2004922,74.37491938,74.98488214,76.22024786,79.84184718,82.95720638,84.03541791,74.43971781,74.40531813,78.2039163,78,86,83,77,84,82,71,75,79,78,79,79,81,86,78,74,79.38
Sari Mardhiah,10587,11B,83.98415536,80.63876584,77.81937037,79.77172954,77.25602725,80.02796957,75.72471268,78.74907083,69.85231591,73.96612468,74.01999027,75.53309599,72.77247988,74.73732803,69.83297585,80.14854854,76.55216629,82,82,76,81,75,85,76,81,70,72,76,79,68,75,70,81,76.81
Salma Saputra,99958,11B,75.70685253,67.59338208,71.94527057,77.80242726,73.40431039,72.63471282,75.74645674,77.8374078,68.93765784,78.87006253,72.11795371,76.02978028,75.94231942,73.48408953,71.00112139,74.69098738,73.98404952,78,69,77,81,74,69,74,77,73,81,70,77,75,72,73,74,74.62
Naufal Darmawan,74398,11B,79.17427927,64.23925257,79.50919282,69.74902187,71.22448481,65.61407367,67.19128064,68.53307947,65.81915287,70.00303794,69.01254826,80.30153343,65.21775679,71.56108031,72.28685913,65.69602498,70.32079118,80,67,81,72,74,66,68,67,64,70,65,81,63,72,74,62,70.38
Eko Paramitha,88822,11B,80.79147926,75.36570672,64.89539353,80.65658985,71.77263737,72.11846705,80.7968522,75.62153437,81.94620254,83.40817226,74.13269948,81.32365427,73.58003778,88.52292137,73.89255676,82.48777899,77.58204274,75,68,57,71,73,61,67,73,77,87,67,74,62,82,58,66,69.88
Galih Fauzi,45979,11B,88.62907261,85.99056159,81.05740668,83.65313502,73.64218192,85.53222267,86.15819914,85.07761958,69.54359163,78.08194026,80.66966757,85.86841715,85.85681701,83.55900352,87.58635017,79.27891061,82.51156857,87,87,83,84,74,84,86,78,74,79,87,90,83,82,84,77,82.44
Xaverius Utami,97314,11B,84.77827526,84.10081075,83.61487389,80.81689808,90.88081935,84.19307867,76.88542091,82.96862761,85.48951712,78.78655724,87.17346147,83.63726876,70.01470854,83.22546012,79.69695446,84.4129993,82.54223322,88,90,87,83,94,86,75,80,88,77,85,83,65,81,77,92,83.19
Nadia Prayogo,47526,11B,87.68700733,83.94174337,91.2921943,82.07239871,86.09002225,86.990646,82.47920329,86.85980467,79.9925682,80.85309104,76.40348968,84.17297872,84.59219151,88.86224893,86.92163315,81.54195535,84.42207353,94,98,98,94,93,100,84,84,86,87,88,97,83,93,92,82,90.81
Putra Fauzi,35793,11B,66.55302318,74.60817363,77.99768748,76.21984649,77.86630924,71.38447396,70.11082678,68.75941486,72.16443928,72.05096764,73.47730976,71.79743433,71.77578297,68.56045135,77.15201669,72.82651193,72.70654185,71,81,84,75,78,82,69,74,76,75,77,75,74,78,81,73,76.44
Joko Prasetyo,81083,11B,69.17975623,66.31482963,63.39241035,76.59179686,72.82516944,61.93238669,73.8676874,74.66438175,70.67385651,78.04253038,71.13557411,62.96785826,71.8778209,71.27646241,67.03549165,72.91977008,70.29361142,74,70,62,78,65,66,72,75,71,81,70,65,73,72,67,71,70.75
Lina Hapsari,71813,11B,66.03273907,79.32389954,69.98045688,69.44633477,73.80194154,76.53593004,75.19068572,70.65776957,71.84061894,68.70585366,73.24766589,79.74617147,74.34975071,78.66813667,81.64807209,71.4309728,73.78793746,67,78,69,68,76,76,78,74,71,67,72,88,72,78,82,73,74.31
Anisa Sudarso,83765,11B,74.3457583,86.13458887,82.50034162,66.91660193,77.21436614,75.28142452,79.41089012,71.55373072,71.0805827,71.89827098,72.41898183,79.3552454,69.3726187,72.16555506,66.33356261,80.31421368,74.76854582,80,97,86,74,80,87,85,76,73,81,78,85,70,74,64,83,79.56
Wawan Pradana,22148,11B,86.82610809,78.83559044,78.98121077,82.7370671,87.84336763,82.51401133,76.98324788,72.37684473,74.89532628,80.83705484,77.19431998,81.44579612,77.70633751,75.18022544,74.58579944,88.28273014,79.82656486,79,78,70,74,86,66,79,58,73,78,78,71,71,62,67,81,73.19
Putra Putra,70210,11B,70.9826156,75.19026661,69.23743136,64.38771981,73.15438146,66.37233684,67.6418857,66.32355496,51.80315576,74.56135191,68.99269658,68.18679216,66.22879654,67.35481595,63.55128217,69.62057361,67.72435356,80,75,75,74,77,77,70,72,58,83,73,77,73,66,76,71,73.56
Kartika Hariyadi,67443,11B,76.11225988,83.57809376,85.45561895,81.65440593,84.50209056,77.69107964,77.81861774,83.8313372,86.04049987,73.27342332,85.25785477,79.9317441,81.68372116,75.95016198,78.3896654,87.47837822,81.16555953,80,84,90,85,87,76,81,85,82,70,82,76,78,78,79,90,81.44
Prasasti Hidayat,62494,11B,74.37427738,72.2960685,73.62751874,76.65601963,76.41243299,73.83482551,79.67475606,79.06227369,76.27682065,74.48301942,77.49656598,75.78129762,79.51396087,78.70776739,69.118691,68.78014465,75.3810275,73,70,80,81,80,75,77,82,80,73,74,77,83,77,71,66,76.19
Maman Setiawan,28113,11B,69.35934693,77.7462881,64.98404967,74.8393816,74.67831011,78.67883494,73.7672881,66.1495477,68.06881985,66.95561704,70.17587482,71.95108681,67.03838702,80.2189046,66.23918779,79.59611177,71.9029398,72,82,66,76,80,75,70,69,67,70,70,74,64,82,65,82,72.75
Adi Agustina,77790,11B,75.86529328,74.43099087,66.47064509,71.65173252,63.55262246,74.4940133,69.56955422,67.89287705,63.82075389,57.55194753,64.74677384,75.5034691,67.92531098,69.09283384,73.21724992,78.96782251,69.67211815,85,73,68,79,62,85,75,79,66,60,74,79,68,76,72,90,74.44
Oki Wibowo,46445,11B,73.35073992,61.86404162,57.01286378,78.52378794,78.0706747,67.66798462,60.37327541,71.54184931,66.18579821,66.16081103,71.19801086,68.39759038,60.79664209,65.10200697,70.03148128,69.27697775,67.84715849,84,73,57,85,79,80,65,75,69,72,78,67,71,72,81,81,74.31
Raka Anindita,99714,11B,80.42593579,83.78296769,77.30726798,80.0092018,62.23795742,76.86760195,82.93536746,77.16388058,76.78471596,73.90858816,84.13268238,81.85816929,83.24292591,70.48478311,78.3136027,77.71529788,77.94818413,87,85,79,82,72,84,86,80,82,85,88,79,89,77,85,83,82.69
Cakra Sudarso,38324,11B,73.9637313,72.28645212,73.63606848,79.61481375,65.80233307,84.25306368,77.78579546,75.15493036,79.90076057,68.10741611,72.04308531,74.76121267,82.19439169,75.13410693,77.61686319,72.41869486,75.29210747,82,75,78,90,74,83,83,82,85,63,72,73,85,81,81,75,78.88
Nanda Hariyadi,46481,11B,70.98440585,76.93639347,73.52782896,68.14291556,71.92764974,71.43778027,71.08313386,74.10996231,74.07258402,67.91440252,71.75959081,66.6347209,63.93483352,67.20272672,68.16880474,60.24229056,69.88000149,81,74,74,74,75,77,76,72,82,68,78,70,79,72,75,67,74.62
Zainal Fitriani,51640,11B,72.82626894,54.68797903,82.09869084,76.03400181,67.21956252,68.57173794,70.03946551,65.5788042,69.48770188,67.80460625,68.05324255,69.43191146,61.95696715,68.72245476,69.34184487,69.16885425,68.81400587,69,55,81,74,67,65,75,63,68,61,63,68,61,71,65,71,67.31
